|artist|date|genre|style_name|title
21170|Anthony van Dyck|1622|portrait|Baroque|Sir Robert Sherly
21171|Canaletto|1754|landscape|Baroque|Old Walton Bridge over the Thames
21172|Peder Severin Kroyer|1895.0|portrait|Realism|Sophus Schandorf
21173|Martiros Saryan|1923|landscape|Symbolism|Sunny landscape
21174|Frantisek Kupka|1905|mythological painting|Expressionism|Prometheus in chains
21175|Martiros Saryan|1903|cityscape|Post-Impressionism|Eastern tale
21176|Moise Kisling|1930|portrait|Post-Impressionism|Young Dutch woman
21177|Augustus John|1940.0|portrait|Post-Impressionism|Eve Kirk
21178|Camille Corot|1842|landscape|Realism|Entrance to a Chalet in the Bernese Oberland
21179|Rembrandt|1638|religious painting|Baroque|Charitable Samaritan (also known as The Good Samaritan)
21180|Amedeo Modigliani|1918|portrait|Expressionism|Man with a Glass of Wine
21181|Paul Signac|1885|landscape|Impressionism|Saint Brac, Le Bechet
21182|Vasily Polenov|1882|sketch and study|Realism|The boy in Nazareth. Jews in Tabor.
21183|Ilya Repin|1904.0|portrait|Realism|N.A. Mudrogel in the pose of Pavel Tretyakov in halls of the gallery
21184|Ivan Shishkin|1873.0|landscape|Realism|Oak grove in a gray day
21185|Ivan Shishkin|1892.0|landscape|Realism|Cut down oak in the Bialowiezka Forest
21186|Fyodor Bronnikov|1875|genre painting|Romanticism|A fisherman hunging fishing nets
21187|Konstantin Somov|1922|genre painting|Art Nouveau (Modern)|The Girl with the Mushroom under the Rainbow
21188|Konstantin Korovin|1889|portrait|Impressionism|At the balcony.Spanish women Leonora and Ampara
21189|Isaac Levitan|1895|sketch and study|Realism|Peasant's hut
21190|Vasily Polenov|1885|landscape|Realism|Oyat river
21191|Ivan Shishkin|1896.0|landscape|Realism|Birch Grove
21192|Frantisek Kupka|1905|mythological painting|Expressionism|Prometheus in chains
21193|David Johnson|1877.0|landscape|Romanticism|On the Waywayanda, Orange County, New York 
21194|Lucian Freud|1983|nude painting (nu)|Expressionism|Bella
21195|Gustave Moreau|1885|mythological painting|Symbolism|The Unicorne
21196|Eugene Boudin|1876|genre painting|Impressionism|Fishwomen at Berck
21197|Bartolome Esteban Murillo|1675|genre painting|Baroque|The Toilette
21198|Peter Paul Rubens|1630|portrait|Baroque|Portrait of boy
21199|Egon Schiele|1915|portrait|Art Nouveau (Modern)|Portrait of Edith Schiele, the artist's wife
21200|James Webb |1874.0|landscape|Romanticism|San Sebastian 
21201|Ivan Shishkin|1885.0|landscape|Realism|Bank of the stream
21202|Isaac Levitan|1886|landscape|Realism|River in the forest
21203|Robert Julian Onderdonk|1921.0|landscape|Impressionism|Bluffs on the Guadalupe Riiver, 17 Miles above Kerryville Texas
21204|Arkhip Kuindzhi|1895|landscape|Realism|Sunrise
21205|Isaac Levitan|1895|landscape|Realism|Dull day
21206|Fyodor Vasilyev|1873.0|landscape|Realism|Morning
21207|Isaac Levitan|1899|sketch and study|Realism|Summer evening. Edge of Village.
21208|Isaac Levitan|1890|landscape|Realism|Quiet cloister
21209|Ivan Shishkin|1893.0|landscape|Realism|Forest cemetery
21210|Salvador Dali|1919|cityscape|Post-Impressionism|Pianc
21211|William Merritt Chase|1895|portrait|Realism|Mrs. Chase and Cosy
21212|Amedeo Modigliani|1916|portrait|Expressionism|Margarita seated
21213|Eugene Boudin|1895|cityscape|Impressionism|Venice, View from the Grand Canal
21214|Theophile Steinlen|1902.0|nude painting (nu)|Art Nouveau (Modern)|Femme Couchee 
21215|Jules Breton|1875.0|genre painting|Realism|The Feast of Saint John 
21216|Rembrandt|1634|portrait|Baroque|Portrait of Aechje Claesdar
21217|James Tissot|1889|sketch and study|Realism|Capital from the Mosque of El Aksa
21218|Vasily Surikov|1881|sketch and study|Realism|Boyarynya Morozova (study)
21219|Sir Lawrence Alma-Tadema|1883|genre painting|Romanticism|A Declaration
21220|Francisco Goya|1800|genre painting|Romanticism|Plague Hospital
21221|William Merritt Chase|1888|portrait|Impressionism|Lady in Black
21222|Martiros Saryan|1914|sketch and study|Expressionism|Landscape in Kalaki (Gohtan)
21223|Martiros Saryan|1901|sketch and study|Expressionism|Armenian
21224|Konstantin Bogaevsky|1926|landscape|Symbolism|Rocky seashore
21225|Jose Gutierrez Solana|1928.0|still life|Expressionism|Fish and Crab
21226|Grant Wood|1920.0|cityscape|Impressionism|The cafe of Paris corner 
21227|Peter Paul Rubens|1632|sketch and study|Baroque|Head of woman
21228|Peter Paul Rubens|1635|genre painting|Baroque|The Society near Fountain
21229|Isaac Levitan|1898|landscape|Realism|Meadow on the Edge of a Forest
21230|Charles M. Russell|1896.0|genre painting|Romanticism|War Council 
21231|Mary Cassatt|1898|genre painting|Impressionism|The Gden Reading
21232|Nicholas Roerich|1947|symbolic painting|Symbolism|Covenant of Teacher
21233|Salvador Dali|1925|sketch and study|Post-Impressionism|Study of Nude
21234|David Kakabadze|1910|cityscape|Expressionism|The Bridge across Rioni River
21235|Leon Bakst|1912.0|design|Art Nouveau (Modern)|L'apres midi d'un faune, a nymph  
21236|Eugene Boudin|1873|cityscape|Impressionism|Rotterdam, the Pont de la Bourse
21237|Anthony van Dyck|1622|portrait|Baroque|Teresia, Lady Shirley
21238|James Webb |1880.0|cityscape|Romanticism|The Town and Fortress of Huy, Belgium, on the River Meuse 
21239|James Webb |1855.0|genre painting|Romanticism|Evening off St Michael's Mount 
21240|John Bratby|1960.0|genre painting|Expressionism|David in the Doorway 
21241|Paul Signac|1886|cityscape|Impressionism|Paris, Quai de la Tournelle
21242|Thomas Eakins|1903|portrait|Realism|Mother (Portrait of Annie Williams Gandy) 
21243|Ivan Kramskoy|1869|portrait|Realism|Portrait of A.P. Bogoliubov 
21244|Theophile Steinlen|1897.0|sketch and study|Art Nouveau (Modern)|Chanson a Boire Preliminary sketch
21245|Salvador Dali|1982|portrait|Post-Impressionism|Don Jose Nieto Velazquez from 'Las Meninas' by Velazquez
21246|Ilya Repin|1872.0|genre painting|Realism|Slavic composers 
21247|Ivan Shishkin|1886.0|landscape|Realism|Landscape
21248|Ilya Repin|1867.0|religious painting|Realism|Ecce homo
21249|Vasily Polenov|1873|religious painting|Realism|Christ and the Sinner
21250|Isaac Levitan|1886|landscape|Impressionism|Saklia in Alupka.
21251|Isaac Levitan|1899|sketch and study|Realism|Winter path in the forest
21252|Viktor Vasnetsov|1893.0|religious painting|Romanticism|Saint Alipiy the Iconographer
21253|Maurice Denis|1898|landscape|Post-Impressionism|Forentice Landscape, Viale dei Colli
21254|Maurice Prendergast|1920|genre painting|Post-Impressionism|The Seashore
21255|Orest Kiprensky|1800|nude painting (nu)|Romanticism|Two sitters
21256|Annibale Carracci|1602|mythological painting|Baroque|Hommage to Diana
21257|Diego Velazquez|1627|portrait|Baroque|Portrait of Infante Don Carlos
21258|Charles M. Russell|1896.0|genre painting|Romanticism|Knight and Jester 
21259|Carl Larsson|1903|genre painting|Art Nouveau (Modern)|The first Lesson
21260|Rembrandt|1632|portrait|Baroque|Old man Dressed as Saint Paul
21261|Frantisek Kupka|1902|genre painting|Expressionism|Always poor
21262|Maurice Prendergast|1899|genre painting|Post-Impressionism|Fiesta
21263|Gregoire Boonzaier|1967.0|cityscape|Impressionism|Winkel met veranda, Distrik Ses, Kaapstad
21264|Alfred Sisley|1888|landscape|Impressionism|The Poplar Avenue at Moret, Cloudy Day, Morning
21265|Edvard Munch|1925.0|landscape|Expressionism|Old Trees
21266|Anthony van Dyck|1640|portrait|Baroque|Equestrian Portrait of Charles I, King of England
21267|Theophile Steinlen|1898.0|illustration|Art Nouveau (Modern)|Les Gaietes Bourgeoises 
21268|Pyotr Konchalovsky|1920|landscape|Post-Impressionism|Pine tree
21269|Rudolf von Alt|1857|cityscape|Romanticism|View of Arsenal Museum
21270|Konstantin Bogaevsky|1929|landscape|Symbolism|Sudak motif
21271|Valentin Serov|1910.0|sketch and study|Impressionism|Portrait of a princess Olga Orlova
21272|Isaac Levitan|1887|landscape|Realism|High waters
21273|Konstantin Korovin|1880|genre painting|Realism|A Picnic
21274|Arkhip Kuindzhi|1895|landscape|Impressionism|Winter. Spots of Light on Cottage Roof
21275|Ivan Shishkin|1861.0|sketch and study|Realism|View of the Yelabuga
21276|Victor Borisov-Musatov|1904|landscape|Post-Impressionism|Slumber Divine (sketch for a panel)
21277|Jacob Jordaens|1630|mythological painting|Baroque|Nymphs at the Fountain of Love
21278|Berthe Morisot|1882|genre painting|Impressionism|Griffon dog's head, Follette
21279|Balthus|1982|nude painting (nu)|Expressionism|Nude with a Silk Scarf
21280|Rembrandt|1655|portrait|Baroque|Bearded Man with a Beret
21281|Max Liebermann|1894|genre painting|Impressionism|A Country Brasserie, Brannenburg, Bavaria
21282| Wassily Kandinsky|1909|landscape|Expressionism|Murnau view with railway and castle
21283|Kuzma Petrov-Vodkin|1907|sketch and study|Symbolism|The Model 
21284|Aleksey Savrasov|1887|landscape|Realism|Thaw
21285|Zinaida Serebriakova|1908|landscape|Impressionism|Digging trees in the garden 
21286|Rembrandt|1633|sketch and study|Baroque|Saskia In A Straw Hat
21287|Anthony van Dyck|1633|portrait|Baroque|James Stuart, Duke of Lennox and Richmond
21288|Isaac Levitan|1887|landscape|Realism|Autumn morning
21289|Aleksey Savrasov|1854|sketch and study|Realism|Gulf of Finland
21290|Eugene Boudin|1891|landscape|Impressionism|The Toques at Saint-Arnoult
21291|Mstislav Dobuzhinsky|1906|portrait|Expressionism|Man with Spectacles. Portrait of the Art Critic and Poet Constantin Sunnerberg.
21292|Felix Vallotton |1898|portrait|Art Nouveau (Modern)|Portrait of Belgian writer, poet and playwright Maurice Maeterlinck
21293|Martiros Saryan|1922|landscape|Post-Impressionism|Aragats and Mount Ara
21294|George Romney|1786.0|portrait|Romanticism|Lady Hamilton as Cassandra 
21295|Amedeo Modigliani|1918|portrait|Expressionism|Woman with a Green Necklace (Madame Menier)
21296|James Webb |1876.0|landscape|Romanticism|The Bay of Naples 
21297|Samuel Peploe|1903.0|landscape|Post-Impressionism|Barra 
21298|Raphael Kirchner|1917.0|illustration|Art Nouveau (Modern)|Grace Darling, Hearst's Sunday American
21299|Salvador Dali|1960|symbolic painting|Symbolism|A Fate of the Parthenon
21300|Francisco de Zurbaran|1629|religious painting|Baroque|Appearance of St. Peter to St. Peter Nolasco 
21301|Rembrandt|1638|sketch and study|Baroque|Sketch of a Tree
21302|William Merritt Chase|1889|landscape|Impressionism|Prospect Park, Brooklyn
21303|Lucian Freud|1980|nude painting (nu)|Expressionism|Naked Man with his Friend
21304|Martiros Saryan|1912|genre painting|Expressionism|On the horse
21305|Konstantin Bogaevsky|1935|landscape|Symbolism|The Crimean landscape
21306|Oskar Kokoschka|1912|portrait|Expressionism|Alma Mahler
21307|Isaac Levitan|1885|landscape|Realism|In the forest
21308|David Burliuk|1928|portrait|Realism|Marusia (Portrait of the Artist's Wife)
21309|William Merritt Chase|1901|portrait|Realism|Girl in White, aka Portrait of Irene Dimock
21310|Rembrandt|1650|landscape|Baroque|Landscape with an Obelisk
21311|Sir Lawrence Alma-Tadema|1902|portrait|Romanticism|Portrait of a Woman
21312|Orest Kiprensky|1817|sketch and study|Romanticism|Apollo in a chariot
21313|Peter Paul Rubens|1606|religious painting|Baroque|Esther and Ahasverus
21314|John Atkinson Grimshaw|1866|cityscape|Romanticism|Wimbledon Park, Autumn After Glow
21315|Rembrandt|1637|portrait|Baroque|Polish Nobleman
21316|Peder Severin Kroyer|1891.0|genre painting|Impressionism|Marie and Her Mother in the Garden
21317|Ivan Kramskoy|1874|portrait|Realism|Woodsman
21318|Thomas Hill|1900.0|genre painting|Romanticism|The Mountain Pass 
21319|Childe Hassam|1883|genre painting|Impressionism|Scene in Holland
21320|Peter Paul Rubens|1620|religious painting|Baroque|The Three Crosses
21321|Maurice Prendergast|1910|landscape|Post-Impressionism|Salem, Massachusetts
21322|Willard Metcalf|1905|landscape|Impressionism|Mountain Laurel
21323|Childe Hassam|1897|portrait|Impressionism|Brittany Peasant at The Pardon
21324|Childe Hassam|1894|cityscape|Impressionism|World's Fair, Chicago
21325|Vasily Surikov|1874|religious painting|Realism|Belshazzar's Feast
21326|Peder Severin Kroyer|1884.0|genre painting|Impressionism|Skagen
21327|Vasily Polenov|1888|landscape|Realism|Landscape with a river
21328|Isaac Levitan|1885|sketch and study|Realism|Autumn
21329|Isaac Levitan|1895|landscape|Realism|A dull  day. Stubble.
21330|Konstantin Makovsky|1888|landscape|Realism|Campfire. Kachanovka
21331|Isaac Levitan|1899|sketch and study|Realism|Huts
21332|Eugene Boudin|1893|genre painting|Impressionism|Laundresses on the Banks of the Touques
21333|Vasily Perov|1875|portrait|Realism|Gossip 
21334|Jusepe de Ribera|1641|religious painting|Baroque|St. Mary Magdalene or St. Thais in the Desert
21335|Amedeo Modigliani|1915|portrait|Expressionism|Portrait of Picasso
21336|Ivan Kramskoy|1870|landscape|Realism|Forest path 
21337|Ivan Kramskoy|1886|portrait|Realism|Astrologer
21338|Peder Severin Kroyer|1885.0|genre painting|Impressionism|Burmeister and Wain Iron Foundry
21339|Amedeo Modigliani|1915|portrait|Expressionism|Portrait of Beatrice Hastings
21340|John Henry Twachtman|1889|landscape|Impressionism|The Landing, Newport
21341|Rembrandt|1661|religious painting|Baroque|The Apostle Bartholomew
21342|Theo van Rysselberghe|1907|landscape|Impressionism|Rain Jersey
21343|Caravaggio|1605|religious painting|Baroque|Christ on the Mount of Olives
21344|Andre Derain|1905|cityscape|Expressionism|Banks of Seine
21345|Lucian Freud|1986|genre painting|Expressionism|Double Portrait
21346|Samuel Peploe|1918.0|landscape|Post-Impressionism|Douglas Hall 
21347|John Atkinson Grimshaw|1879|symbolic painting|Symbolism|Spirit of the Night
21348|John Henry Twachtman|1895|landscape|Impressionism|Waterfall in Yellowstone
21349|Victor Borisov-Musatov|1904|genre painting|Art Nouveau (Modern)|Spring Tale (sketch for a panel)
21350|Theophile Steinlen|1894.0|illustration|Art Nouveau (Modern)|Femme de Chagrin  
21351|Georges Seurat|1883|landscape|Impressionism|A River Bank (The Seine at Asnieres)
21352|Vasily Polenov|1900|religious painting|Realism|Ushered in a tearful joy
21353|Viktor Vasnetsov|1884.0|mythological painting|Symbolism|Three princess of the Underworld 
21354|Konstantin Korovin|1880|landscape|Impressionism|The River Vorya at Abramtsevo
21355|Salvador Dali|1926|portrait|Expressionism|Ana Maria, Sewing
21356|Maxime Maufra|1902|landscape|Post-Impressionism|Landscape
21357|John Bratby|1964.0|portrait|Expressionism|Anne  
21358|Theodore Rousseau|1830|landscape|Realism|Town in Auvergne
21359|Arnold Böcklin|1852|landscape|Romanticism|Roman Landscape
21360|Guy Rose|1888|still life|Realism|Still Life Jug with Fruit
21361|Pyotr Konchalovsky|1932|genre painting|Post-Impressionism|The first step
21362|Nicholas Roerich|1907|sketch and study|Art Nouveau (Modern)|Dwelling of Gunding
21363|Alfred Sisley|1886|landscape|Impressionism|Canal at Saint Mammes
21364|Ivan Shishkin|1873.0|sketch and study|Realism|Ravine in Kozlovka-Zaseka
21365|Vasily Polenov|1900|religious painting|Realism|And he returned to Galilee in the power of the Spirit
21366|Ivan Shishkin|1890.0|landscape|Realism|Edge of the Forest 
21367|Vasily Vereshchagin|1875|portrait|Realism|Coolie (porter)
21368|Childe Hassam|1919|cityscape|Impressionism|Hutchison House, Easthampton
21369| Wassily Kandinsky|1906|landscape|Post-Impressionism|Park of St. Cloud
21370|Nicolaes Maes|1655.0|genre painting|Baroque|An Eavesdropper with a Woman Scolding 
21371|Thomas Lawrence|1820.0|portrait|Romanticism|George IV 
21372|Paul Signac|1895|landscape|Impressionism|Saint Tropez, gale from east
21373|Camille Corot|1860|nude painting (nu)|Romanticism|Repose
21374|Mary Cassatt|1915|sketch and study|Impressionism|Sketch of Mother Looking down at Thomas
21375|Amedeo Modigliani|1917|portrait|Expressionism|Portrait of George Ortiz
21376|Francisco de Zurbaran|1660|religious painting|Baroque|St. Francis
21377|Ilya Repin|1882.0|portrait|Realism|Portrait of Professor Ivanov
21378|John Henry Twachtman|1900|landscape|Impressionism|Under the Wharves
21379|John Atkinson Grimshaw|1892|landscape|Romanticism|An Extensive Meadow Landscape with Geese by a Stream
21380|Viktor Vasnetsov|1883.0|landscape|Realism|Oak Grove at Abramtsevo 
21381|Viktor Vasnetsov|1896.0|portrait|Realism|Portrait of Vera Savvishna Mammoth 
21382|Ivan Kramskoy|1870|portrait|Realism|Portrait A.I.Kuindzhi 
21383|Ivan Kramskoy|1884|portrait|Realism|Portrait of Olga Afanasiyevna Raftopulo 
21384|Isaac Levitan|1899|landscape|Realism|Draw
21385|Willard Metcalf|1915|landscape|Impressionism|Autumn Festival
21386|Aleksey Savrasov|1881|landscape|Realism|Rye
21387|William-Adolphe Bouguereau|1889|mythological painting|Realism|Psyche and Amour
21388|T. C. Steele|1888|landscape|Impressionism|The Shades
21389|Charles M. Russell|1914.0|genre painting|Romanticism|Return of the War Party 
21390|Thomas Lawrence|1821.0|portrait|Romanticism|George IV, Seated, in Morning Dress 
21391|Egon Schiele|1911|nude painting (nu)|Expressionism|Kneeling Semi-Nude
21392|Egon Schiele|1915|portrait|Expressionism|Russian Prisoner of War with Fur Hat
21393|Rembrandt|1635|sketch and study|Baroque|A Polander Walking Towards the Right
21394|Max Liebermann|1901|genre painting|Impressionism|Tennis Game by the Sea
21395|Theophile Steinlen|1892.0|illustration|Art Nouveau (Modern)|Pieta de Mazas  
21396|Martiros Saryan|1907|portrait|Expressionism|Fabric saleswoman
21397|Nicolaes Maes|1660.0|genre painting|Baroque|Woman spinning
21398|Jack Bush|1936.0|landscape|Post-Impressionism|Back Garden at 43 Chudleigh
